row,comment,is_NL
13727,"MinkowskiPenetrationDepthSolver implements bruteforce penetration depth estimation. Implementation is based on sampling the depth using support mapping, and using GJK step to get the witness points.",1
13728,"MinkowskiPenetrationDepthSolver implements bruteforce penetration depth estimation. Implementation is based on sampling the depth using support mapping, and using GJK step to get the witness points.",1
13729,"MinkowskiPenetrationDepthSolver implements bruteforce penetration depth estimation. Implementation is based on sampling the depth using support mapping, and using GJK step to get the witness points.",1
13730,"Each SystemPerl module that wishes to be traced registers a set of callbacks stored in this class. When the trace file is being constructed, this class provides the callback routines to be executed.",1
13731,Sets the line encoding for the attached device's virtual serial port. This should be called when the LineEncoding values of the interface have been changed to push the new settings to the USB device.,1
13732,"Called when the state is suspended. This is also called when the owning state is destroyed, just prior to calling On Suspend. System suspend is called in the reverse order to which they were created.",1
13734,"This function will locate an existing word in the karma array and return its index. If the word doesn't exist, it will copy it, add it to the karma array, set its karma to zero, and return its index.",1
13735,Sets the line encoding for the attached device's virtual serial port. This should be called when the LineEncoding values of the interface have been changed to push the new settings to the USB device.,1
13736,Execute the command. This method is automtically called by the TANGO core classes when the associated command is requested by a client. This method is abstract and must be redefined in each sub-class,1
13737,Execute the command. This method is automtically called by the TANGO core classes when the associated command is requested by a client. This method is abstract and must be redefined in each sub-class,1
